   pgc   |        name        |      j2000      |        ra        |     dec      | modulus |  error   |    method     |   Dist    |  Vh  |   VLG    
   43129 | DDO147             | 124659.8+362835 |       191.749155 |    36.476388 |   27.39 |     0.08 | TRGB          |   3.00608 |  331 |  350.795
 3994669 | HIPASS J1247-77    | 124732.6-773501 |        191.88582 |    -77.58361 |    27.7 |     0.16 | TRGB          |   3.46737 |  413 |  153.801
   43189 | NGC4688            | 124746.5+042010 |        191.94375 |  4.336111111 |   29.13 |          | TF            |   6.69884 |  984 |  855.361
   43205 | KK164              | 124759.6+042560 |     191.99833335 |  4.433333333 |  29.134 |          | TF            |    6.7112 | 1038 |  909.921
   43255 | NGC4707            | 124822.9+510953 |       192.095415 |    51.164722 |   29.07 |      0.1 | TRGB          |   6.51628 |  468 |  557.839
   43283 | DDO148             | 124843.1-051514 |        192.17958 |    -5.253888 | 29.7712 |          | TF            |         9 | 1337 |  1170.43
  166145 | KK165              | 124852.7+315813 |        192.21957 |    31.970277 |   29.51 |          | mem           |   7.97995 |      |         
   43330 | NGC4700            | 124907.6-112441 |       192.281655 |   -11.411388 | 29.3166 |          | TF            |       7.3 | 1411 |   1221.8
  166146 | KK166              | 124913.3+353645 |         192.3054 |      35.6125 |   28.21 |     0.16 | TRGB          |    4.3853 |      |         
 4002869 | MAPS1249+44        | 124931.0+442133 |       192.379155 |    44.359166 |    29.4 |          | NAM           |   7.58577 |  513 |  572.263
 4343356 | LV J1249+2155      | 124936.9+215505 |       192.403755 |    21.918056 |   29.22 |     0.05 | TRGB          |   6.98232 |  539 |  491.083
   43390 | UGC07983           | 124947.0+035032 |       192.445815 |     3.842221 |   28.56 |          | BTF           |   5.15229 |  694 |  564.628
   43495 | NGC4736            | 125053.5+410710 |        192.72291 |    41.119443 |   28.22 |     0.04 | TRGB          |   4.40555 |  308 |  352.375
         | M94-Dw2            | 125104.4+413810 |        192.76833 |    41.636111 |   28.36 |    0.134 | TRGB          |   4.69894 |      |         
 2832122 | BTS157             | 125113.3+470415 |      192.8054166 |  47.07083333 | 29.7808 |          | mem           |      9.04 |  572 |  644.353
   43595 | KK167              | 125144.4+260638 |       192.934995 |    26.110555 | 29.8189 |          | TF            |       9.2 | 1248 |   1221.3
   86644 | IC3840             | 125146.1+214407 |       192.942075 |    21.735277 |   28.88 |     0.08 | TRGB          |   5.97035 |  557 |  509.589
 5912187 | dw1251-40          | 125156.0-401953 |        192.98334 |   -40.331389 |   27.78 |          | mem           |   3.59749 |      |         
 5912188 | dw1252-40          | 125201.0-402155 |        193.00416 |   -40.365278 |   27.78 |          | mem           |   3.59749 |      |         
 5912189 | dw1252-43          | 125225.0-430558 |       193.104165 |   -43.099444 |   27.78 |          | mem           |   3.59749 |      |         
   43775 | NGC4765            | 125314.4+042747 |       193.309995 |     4.463055 |   28.76 |          | TF            |   5.64937 |  722 |  597.628
 3272767 | PGC3272767         | 125316.8-051813 |           193.32 |    -5.303611 |   28.53 |          | NAM           |    5.0816 |  660 |   496.15
 3097715 | KKSG39             | 125341.9-060502 |      193.4245833 | -6.083888889 |  29.163 |          | BTF           |   6.80143 | 1470 |  1303.47
   43851 | DDO153             | 125357.5-120631 |      193.4895834 | -12.10861111 |   29.78 |     0.16 | TRGB          |    9.0365 |  821 |  730.614
   43869 | DDO154             | 125405.2+270855 |        193.52166 |     27.14861 |   28.03 |     0.03 | TRGB          |   4.03646 |  374 |  353.683
   43978 | ESO443-009         | 125453.6-282027 |        193.72332 |   -28.340833 |   28.88 |      0.1 | TRGB          |   5.97035 |  645 |  409.151
 6657073 | dw1255+40          | 125502.0+403524 |      193.7583333 |        40.59 |  28.064 |      0.1 | TRGB          |   4.10015 |      |         
   44055 | KDG215             | 125540.5+191233 |        193.91874 |    19.209166 |   28.42 |     0.06 | TRGB          |   4.83059 |  419 |  362.298
   44110 | ESO219-010         | 125609.6-500838 |       194.039985 |   -50.143888 |   28.16 |     0.18 | SBF           |   4.28548 |      |         
   44135 | KDG216             | 125625.0+150509 |       194.104155 |    15.085833 | 28.8908 |          | txt           |         6 |      |         
   44182 | NGC4826            | 125644.2+214105 |        194.18415 |    21.684721 |   28.22 |     0.02 | TRGB          |   4.40555 |  409 |  364.538
 4713558 | CVnII              | 125710.0+341915 |       194.291655 |    34.320832 |   21.01 |     0.11 | HB            |  0.159221 | -129 |  -113.27
 5912190 | dw1257-41          | 125745.0-412252 |         194.4375 |   -41.381111 |   27.78 |          | mem           |   3.59749 |      |         
   44460 | MCG-02-33-075      | 125828.3-103437 |      194.6179167 | -10.57694444 | 29.6976 |          | TF            |   8.70001 | 1267 |  1172.86
 5912191 | dw1258-37          | 125829.0-370721 |        194.62083 |     -37.1225 |   27.78 |          | mem           |   3.59749 |      |         
   44491 | GR8                | 125840.4+141303 |        194.66832 |    14.217499 |    26.7 |     0.11 | TRGB          |   2.18776 |  217 |  139.356
 1052160 | HIPASS J1258-04    | 125849.6-045319 |      194.7066666 | -4.888611111 | 29.0646 |          | TF            |    6.5001 | 1318 |  1199.33
         | dw1258+2329        | 125851.4+232924 |      194.7141666 |        23.49 |  28.222 |          | mem           |   4.40961 |      |         
   44536 | NGC4861            | 125902.0+345137 |        194.75832 |    34.860277 |   29.99 |     0.04 | TRGB          |   9.95405 |  842 |  861.254
   44681 | KK176              | 125956.3-192447 |       194.984565 |   -19.413055 |   29.31 |     0.09 | TRGB          |    7.2778 |  825 |  617.544
   44685 | UGC08105           | 125958.1+020258 |      194.9920833 |  2.049444444 |  29.998 |          | TF            |   9.99079 |  881 |  751.191
 1059300 | PGC1059300         | 130000.3-042138 |       195.001245 |    -4.360556 |   27.81 |          | NAM           |   3.64754 |  540 |  384.071
         | dw1300+1843        | 130031.0+184301 |     195.12916665 |  18.71694444 |  28.222 |          | mem           |   4.40961 |      |         
 5912192 | dw1301-30          | 130128.0-300643 |        195.36666 |   -30.111944 |   28.45 |          | mem           |   4.89779 |      |         
   44982 | UGCA319            | 130214.4-171415 |       195.559995 |   -17.237499 |    28.8 |     0.07 | TRGB          |    5.7544 |  755 |   555.45
   87149 | KK177              | 130241.9+215951 |       195.674565 |    21.997499 |   28.42 |     0.07 | TRGB          |   4.83059 |  267 |   227.94
 5912193 | dw1302-40          | 130249.0-400835 |        195.70416 |   -40.143056 |   27.78 |          | mem           |   3.59749 |      |         
 6657074 | dw1303+42          | 130314.0+422217 |     195.80833335 |  42.37138889 | 29.7808 |          | mem           |      9.04 |      |         
   45084 | DDO161             | 130316.8-172523 |        195.81999 |   -17.423054 |    28.9 |    0.085 | TRGB          |   6.02559 |  744 |  544.675
   45104 | ESO269-037         | 130333.6-463503 |       195.889995 |   -46.584166 |   27.49 |     0.06 | TRGB          |   3.14775 |  744 |  481.245
   86645 | KK180              | 130429.9+174532 |       196.124565 |    17.758888 | 28.2173 |          | mem           |       4.4 |      |         
  166152 | KK182              | 130502.9-400458 |        196.26207 |   -40.082777 |   28.87 |     0.13 | TRGB          |   5.94292 |  617 |  363.935
   45279 | NGC4945            | 130526.1-492816 |       196.358745 |    -49.47111 |    27.7 |     0.02 | TRGB          |   3.46737 |  563 |   298.57
 6657076 | dw1305+41          | 130529.0+415324 |     196.37083335 |        41.89 | 29.7808 |          | mem           |      9.04 |      |         
   45314 | IC4182             | 130549.3+373621 |       196.455405 |    37.605833 |   28.19 |     0.03 | TRGB          |    4.3451 |  321 |  357.042
 6657075 | dw1305+38          | 130558.0+380543 |      196.4916666 |  38.09527778 | 29.7808 |          | mem           |      9.04 |      |         
   45372 | DDO165             | 130626.8+674215 |        196.61166 |    67.704166 |   28.42 |     0.02 | TRGB          |   4.83059 |   31 |  195.675
 5912194 | dw1306-29          | 130648.0-295330 |       196.699995 |   -29.891667 |   28.45 |          | mem           |   4.89779 |      |         
   45512 | MCG -03-34-002     | 130756.6-164121 |        196.98582 |   -16.689166 | 29.4881 |          | TF            |       7.9 |  959 |   764.95
   45506 | UGC08215           | 130803.6+464941 |       197.014995 |    46.828054 |    28.3 |     0.06 | TRGB          |   4.57088 |  224 |  303.542
   45546 | UGC08245           | 130834.2+785613 |       197.142495 |    78.936944 |   28.37 |     0.02 | TRGB          |   4.72063 |  -26 |  177.416
 6657077 | dw1308+40          | 130846.0+405404 |     197.19166665 |  40.90111111 | 29.7808 |          | mem           |      9.04 |      |         
   45628 | MCG -04-31-038     | 130936.6-270826 |        197.40249 |   -27.140555 | 29.4605 |          | TF            |       7.8 |  684 |  460.754
   45717 | ESO269-058         | 131032.9-465927 |        197.63706 |   -46.990833 |   27.87 |     0.01 | TRGB          |   3.74973 |  400 |  140.487
         | dw1310+4153        | 131041.8+415328 |      197.6741667 |  41.89111111 |  29.781 |          | mem           |   9.04066 |      |         
 2815820 | [KK2000] 53        | 131114.2-385422 |       197.809155 |   -38.906111 |   27.33 |     0.07 | TRGB          |   2.92415 |      |         
         | dw1312-4244        | 131210.9-424444 |      198.0454167 | -42.74555556 |   27.84 |          | mem           |   3.69828 |      |         
   45849 | NGC5023            | 131211.9+440219 |       198.049575 |     44.03861 |   28.91 |     0.05 | TRGB          |   6.05341 |  407 |  476.022
         | NGC5055dwTBG1      | 131218.9+415837 |        198.07875 |  41.97694444 |  29.771 |          | mem           |   8.99912 |      |         
         | dw1312-4218        | 131222.5-421842 |        198.09375 | -42.31166667 |   27.84 |          | mem           |   3.69828 |      |         
         | dw1313-4246        | 131242.9-424651 |     198.17875005 | -42.78083333 |   27.84 |          | mem           |   3.69828 |      |         
  166158 | KK189              | 131245.0-414955 |         198.1875 |   -41.831943 |   28.13 |     0.09 | TRGB          |   4.22668 |  753 |  501.063
   45889 | CGCG 217-018       | 131251.8+403235 |        198.21582 |    40.543055 | 29.7808 |          | mem           |      9.04 |  555 |  608.189
         | NGC5055dwTBG3      | 131258.0+415117 |     198.24166665 |  41.85472222 |  29.781 |          | mem           |   9.04066 |      |         
   45897 | KKH82              | 131258.7+414712 |       198.244575 |    41.786666 |   29.37 |          | NAM           |    7.4817 |  529 |  588.283
 6657069 | dw1313+46          | 131302.0+463608 |      198.2583333 |  46.60222222 | 29.6214 |          | mem           |       8.4 |      |         
         | NGC5055dwTBG4      | 131308.5+412736 |      198.2854167 |        41.46 |  29.781 |          | mem           |   9.04066 |      |         
   45916 | ESO269-066         | 131309.2-445324 |       198.288315 |   -44.889999 |   27.87 |     0.02 | TRGB          |   3.74973 |  784 |  528.351
   45917 | NGC5011C           | 131311.9-431556 |       198.299565 |   -43.265555 |   27.86 |     0.02 | TRGB          |    3.7325 |  647 |  393.588
   45939 | DDO167             | 131322.8+461911 |       198.344985 |    46.319721 |   28.14 |     0.16 | TRGB          |   4.24619 |  150 |  230.067
         | dw1313-4211        | 131334.3-421108 |      198.3929166 | -42.18555556 |   27.84 |          | mem           |   3.69828 |      |         
         | dw1313-4214        | 131336.4-421408 |      198.4016667 | -42.23555556 |   27.84 |          | mem           |   3.69828 |      |         
  166159 | KK191              | 131339.7+420239 |       198.415395 |    42.044166 |   29.59 |     0.08 | TRGB          |   8.27942 |      |         
 4573336 | LV J1313+1003      | 131347.3+100311 |        198.44709 |    10.053056 |   27.89 |          | NAM           |   3.78442 |  472 |  386.468
   45992 | UGC08313           | 131353.9+421231 |     198.47458335 |  42.20861111 | 29.7808 |          | mem           |      9.04 |  621 |  682.703
 5912195 | dw1314-28          | 131402.0-281212 |       198.508335 |   -28.203333 |   28.45 |          | mem           |   4.89779 |      |         
         | NGC5055dwTBG5      | 131422.9+413409 |      198.5954166 |  41.56916667 |  29.781 |          | mem           |   9.04066 |      |         
   46039 | DDO168             | 131428.6+455510 |       198.619155 |    45.919443 |   28.14 |     0.08 | TRGB          |   4.24619 |  191 |  269.615
         | NGC5055dwTBG2      | 131451.1+414330 |      198.7129167 |       41.725 |  29.771 |          | mem           |   8.99912 |      |         
         | dw1315-4232        | 131503.0-423218 |     198.76249995 | -42.53833333 |   27.84 |          | mem           |   3.69828 |      |         
 5057032 | DDO169NW           | 131519.2+473218 |     198.82999995 |  47.53833333 |   28.18 |     0.13 | TRGB          |   4.32514 |  242 |  328.214
   46127 | DDO169             | 131530.7+472947 |       198.877905 |    47.496388 |   28.22 |     0.05 | TRGB          |   4.40555 |  262 |  348.103
  166161 | KK193              | 131531.2+413005 |        198.87999 |    41.501388 | 29.7808 |          | mem           |      9.04 |      |         
         | dw1315-4309        | 131534.0-430927 |      198.8916666 |     -43.1575 |   27.84 |          | mem           |   3.69828 |      |         
   46153 | NGC5055            | 131549.3+420145 |        198.95541 |    42.029166 |   29.78 |     0.02 | TRGB          |    9.0365 |  500 |   561.96
         | dw1316-4224        | 131642.3-422405 |     199.17625005 | -42.40138889 |   27.84 |          | mem           |   3.69828 |      |         
   46257 | CGCG 189-050       | 131704.9+375709 |     199.27024995 |  37.95244444 |   27.97 |          | NAM           |   3.92645 |  324 |  368.211
  166162 | KK194              | 131719.5+442348 |       199.331235 |    44.396666 | 29.7808 |          | mem           |      9.04 |      |         
 5808786 | AGC239141          | 131740.8+352759 |       199.420005 |    35.466389 |   27.87 |          | NAM           |   3.74973 |  326 |   359.21
 6775372 | CenA-MM-Dw11       | 131749.2-425537 |          199.455 | -42.92694444 |   27.73 |     0.22 | TRGB          |    3.5156 |      |         
 5912197 | dw1318-21          | 131804.0-215306 |       199.516665 |      -21.885 |   28.45 |          | mem           |   4.89779 |      |         
         | dw1318-4233        | 131805.6-423337 |      199.5233334 | -42.56027778 |   27.84 |          | mem           |   3.69828 |      |         
         | Fluffy             | 131810.9-440926 |      199.5454167 |   -44.157251 |   27.83 |          | mem           |   3.68129 |  719 |  467.228
         | NGC5055dwTBG6      | 131834.9+414512 |      199.6454166 |  41.75333333 |  29.781 |          | mem           |   9.04066 |      |         
   46400 | NGC5068            | 131855.3-210221 |       199.730415 |   -21.039166 |   28.56 |    0.085 | TRGB          |   5.15229 |  668 |  468.776
         | NGC5055dwTBG7      | 131902.8+420023 |      199.7616666 |  42.00638889 |  29.781 |          | mem           |   9.04066 |      |         
 5509264 | CenA-MM-Dw5        | 131952.4-415937 |      199.9683333 | -41.99361111 |   27.79 |     0.19 | TRGB          |    3.6141 |      |         
 1700671 | AGC732602          | 132104.8+240836 |       200.269995 |    24.143333 |  29.569 |          | TF            |   8.19974 |  925 |  908.373
 5912199 | dw1321-27          | 132108.0-274456 |        200.28333 |   -27.748889 |   28.45 |          | mem           |   4.89779 |      |         
  166163 | KK195              | 132108.2-313147 |       200.284155 |   -31.529721 |   28.59 |     0.13 | TRGB          |   5.22396 |  572 |  345.481
 2815821 | [KK2000] 54        | 132132.4-315311 |          200.385 |   -31.886388 |   27.87 |    0.065 | TRGB          |   3.74973 |  621 |  394.298
   46663 | KK196              | 132147.1-450348 |       200.446245 |   -45.063333 |   27.99 |     0.06 | TRGB          |   3.96278 |  741 |  489.724
   46674 | NGC5102            | 132157.8-363747 |       200.490825 |   -36.629721 |   27.82 |     0.22 | TRGB          |   3.66438 |  464 |   226.61
   46680 | KK197              | 132201.8-423208 |        200.50749 |   -42.535555 |   27.92 |     0.02 | TRGB          |   3.83707 |  643 |  395.255
 5912200 | dw1322-27          | 132206.0-273445 |       200.524995 |   -27.579167 |   28.45 |          | mem           |   4.89779 |      |         
 2815822 | [KK2000] 55        | 132212.4-424351 |        200.55165 |   -42.730832 |   27.93 |     0.04 | TRGB          |   3.85478 |  550 |  302.355
 5912201 | dw1322-39          | 132232.0-395420 |        200.63334 |   -39.905556 |   27.35 |    0.035 | TRGB          |   2.95121 |  656 |  413.505
  725719 | PGC725719          | 132256.8-294419 |        200.73666 |   -29.738611 |   28.22 |          | NAM           |   4.40555 |  648 |  427.085
 5509263 | CenA-MM-Dw4        | 132302.6-414710 |      200.7608334 | -41.78611111 |   28.06 |     0.14 | TRGB          |   4.09261 |      |         
         | KV19-212           | 132309.8-435228 |      200.7908334 |   -43.874459 |   27.83 |          | mem           |   3.68129 |  535 |  286.259
 3097728 | AM1320-230         | 132329.9-232335 |        200.87457 |   -23.393055 |  28.451 |          | mem           |       4.9 |      |         
 5912203 | dw1323-40b         | 132355.0-405009 |       200.979165 |   -40.835833 |   27.96 |    0.375 | TRGB          |   3.90841 |  497 |  253.403
         | CenA-MM-Dw10       | 132432.9-444407 |     201.13708335 | -44.73527778 |   27.57 |     0.29 | TRGB          |   3.26588 |      |         
   46885 | KK200              | 132436.0-305820 |           201.15 |   -30.972221 |   28.39 |     0.06 | TRGB          |   4.76431 |  494 |  270.854
 5912202 | dw1323-40          | 132453.0-404541 |        201.22083 |   -40.761389 |   27.86 |    0.095 | TRGB          |    3.7325 |  450 |  207.094
         | KV19-271           | 132511.1-433033 |        201.29625 |   -43.509212 |   27.83 |          | mem           |   3.68129 |  549 |  301.727
   46957 | NGC5128            | 132528.9-430060 |       201.370395 |   -43.016666 |   27.83 |     0.03 | TRGB          |   3.68129 |  556 |   309.74
 5477870 | dw1325-33          | 132541.0-330025 |      201.4208334 | -33.00694444 |  28.451 |          | mem           |       4.9 |      |         
         | UCD320             | 132552.7-425413 |      201.4695834 | -42.90361111 |   27.84 |          | mem           |   3.69828 |  506 |  259.349
         | UCD330             | 132554.3-410035 |        201.47625 | -41.00972222 |   27.84 |          | mem           |   3.69828 |  743 |   496.73
 5509265 | CenA-MM-Dw6        | 132557.6-410539 |     201.49000005 | -41.09416667 |   28.03 |     0.11 | TRGB          |   4.03646 |      |         
 5477871 | dw1326-29          | 132604.0-292416 |      201.5166666 | -29.40444444 |  28.451 |          | mem           |       4.9 |      |         
 5912205 | dw1326-37          | 132622.0-372308 |        201.59166 |   -37.385556 |   27.78 |          | mem           |   3.59749 |      |         
 5509266 | CenA-MM-Dw7        | 132628.7-433324 |      201.6195834 | -43.55666667 |   28.07 |     0.15 | TRGB          |    4.1115 |      |         
         | KV19-329           | 132641.3-424214 |      201.6720825 |   -42.703936 |   27.83 |          | mem           |   3.68129 |  627 |  382.325
 5477872 | dw1326-35          | 132644.0-350460 |      201.6833334 | -35.08333333 |  28.451 |          | mem           |       4.9 |      |         
   47073 | IC4247             | 132644.4-302145 |        201.68499 |     -30.3625 |   28.57 |     0.03 | TRGB          |   5.17607 |  420 |  200.072
 6657070 | dw1327+51          | 132701.0+514108 |      201.7541667 |  51.68555556 | 29.6214 |          | mem           |       8.4 |      |         
  166167 | KK203              | 132728.1-452109 |       201.867075 |     -45.3525 |   27.88 |     0.14 | TRGB          |   3.76704 |  306 |  57.3064
   47171 | ESO324-024         | 132737.4-412850 |        201.90582 |   -41.480554 |   27.89 |     0.05 | TRGB          |   3.78442 |  514 |   271.88
 2229803 | PGC2229803         | 132753.1+434855 |        201.97125 |  43.81527778 |   29.09 |          | NAM           |   6.57658 |  452 |    528.7
 4689223 | CVnI               | 132803.5+333321 |        202.01457 |    33.555833 |   21.75 |      0.2 | TRGB          |  0.223872 |   31 |  61.9733
 5477882 | dw1328-29          | 132812.0-292845 |           202.05 | -29.47916667 |  28.451 |          | mem           |       4.9 |      |         
 4003608 | LV J1328+4937      | 132831.2+493738 |     202.13008335 |  49.62719444 |  29.621 |          | mem           |   8.39847 |  395 |  496.806
 5912206 | dw1329-45          | 132910.0-451031 |       202.291665 |   -45.175278 |   27.31 |     0.09 | TRGB          |   2.89734 |      |         
  170257 | PGC170257          | 132921.0-211045 |        202.33749 |   -21.179166 |   28.45 |          | mem           |   4.89779 |  650 |  457.332
   47368 | NGC5204            | 132936.4+582504 |        202.40166 |    58.417777 |   28.31 |     0.23 | TRGB          |   4.59198 |  201 |  338.751
         | KV19-442           | 132943.8-422329 |         202.4325 |   -42.391404 |   27.83 |          | mem           |   3.68129 |  485 |  242.272
   47404 | NGC5194            | 132952.7+471404 |      202.4695833 |    47.234444 | 29.6214 |     0.18 | SN            |       8.4 |  446 |  538.247
 5072214 | CenA-MM-Dw2        | 132957.3-415223 |     202.48891665 | -41.87305556 |   28.09 |     0.12 | TRGB          |   4.14954 |      |         
 5477873 | dw1329-32          | 132958.0-322946 |      202.4916666 | -32.49611111 |  28.451 |          | mem           |       4.9 |      |         
   47413 | NGC5195            | 132958.7+471605 |        202.49457 |    47.268054 |   29.42 |     0.27 | SBF           |   7.65597 |  455 |  547.607
 5477885 | dw1330-34          | 133002.0-340014 |      202.5083334 | -34.00388889 |  28.451 |          | mem           |       4.9 |      |         
 5477874 | dw1330-33          | 133004.0-335006 |     202.51666665 |      -33.835 |  28.451 |          | mem           |       4.9 |      |         
 5072213 | CenA-MM-Dw1        | 133014.3-415336 |     202.55941665 | -41.89333333 |   27.96 |     0.07 | TRGB          |   3.90841 |      |         
 5509262 | CenA-MM-Dw3        | 133021.5-421133 |      202.5895833 |     -42.1925 |   27.94 |     0.09 | TRGB          |   3.87258 |      |         
 5912207 | dw1330-38          | 133041.0-381003 |       202.670835 |     -38.1675 |   27.78 |          | mem           |   3.59749 |      |         
   47495 | UGC08508           | 133044.4+545436 |       202.684995 |        54.91 |   27.13 |     0.08 | TRGB          |   2.66686 |   56 |  180.652
 5477883 | dw1330-32          | 133054.0-321821 |          202.725 | -32.30583333 |  28.451 |          | mem           |       4.9 |      |         
 5912209 | dw1331-40          | 133126.0-401547 |       202.858335 |   -40.263056 |   27.78 |          | mem           |   3.59749 |      |         
 1726175 | AGC238890          | 133230.3+250725 |        203.12625 |    25.123611 |   28.64 |     0.03 | TRGB          |   5.34564 |  360 |  355.886
   47658 | UGCA361            | 133236.2+494949 |        203.15082 |    49.830277 | 29.6214 |          | mem           |       8.4 |      |         
 5509268 | CenA-MM-Dw9        | 133301.5-423148 |     203.25625005 |       -42.53 |    27.9 |      0.2 | TRGB          |   3.80189 |      |         
 5509267 | CenA-MM-Dw8        | 133334.1-413628 |      203.3920833 | -41.60777778 |    27.7 |      0.2 | TRGB          |   3.46737 |      |         
   47762 | NGC5206            | 133343.9-480904 |        203.43291 |   -48.151111 |   27.53 |     0.01 | TRGB          |   3.20627 |  583 |  334.072
   47788 | NGC5229            | 133402.9+475455 |       203.512065 |    47.915277 | 29.6214 |          | mem           |       8.4 |  359 |  456.474
   47853 | NGC5238            | 133442.7+513650 |       203.677905 |    51.613888 |   28.27 |     0.02 | TRGB          |   4.50817 |  229 |  342.086
   47847 | ESO270-017         | 133447.3-453251 |        203.69706 |   -45.547499 |   29.21 |     0.05 | TRGB          |   6.95024 |  827 |  582.553
 5477876 | dw1335-29          | 133546.0-294224 |     203.94166665 | -29.70666667 |    28.5 |     0.21 | TRGB          |   5.01187 |      |         
   48029 | UGCA365            | 133630.8-291411 |       204.128325 |   -29.236388 |   28.67 |     0.03 | TRGB          |   5.42001 |  577 |  366.592
 5477878 | dw1336-32          | 133633.0-321805 |     204.13750005 | -32.30138889 |  28.451 |          | mem           |       4.9 |      |         
  166170 | KK208              | 133635.5-293415 |       204.147915 |   -29.570832 |    28.5 |     0.08 | TRGB          |   5.01187 |      |         
 5912210 | dw1336-44          | 133644.0-442650 |        204.18333 |   -44.447222 |   27.72 |     0.17 | TRGB          |   3.49945 |      |         
   48062 | MCG +08-25-028     | 133644.8+443557 |        204.18666 |    44.599166 | 29.6214 |          | mem           |       8.4 |  480 |  564.951
   48082 | NGC5236            | 133700.1-295204 |       204.250395 |   -29.867777 |   28.45 |     0.03 | TRGB          |   4.89779 |  519 |  307.408
  677373 | HIDEEP J1337-33    | 133700.6-332147 |        204.25248 |   -33.363055 |   28.29 |     0.15 | TRGB          |   4.54988 |  591 |  370.716
 5477884 | dw1337-33          | 133702.0-333125 |      204.2583333 | -33.52361111 |  28.451 |          | mem           |       4.9 |      |         
 5477879 | dw1337-26          | 133713.0-264810 |      204.3041667 | -26.80277778 |  28.451 |          | mem           |       4.9 |      |         
   48111 | ESO444-084         | 133720.2-280246 |       204.334155 |    -28.04611 |   28.32 |     0.19 | TRGB          |   4.61317 |  587 |  380.321
  592761 | HIPASS J1337-39    | 133725.1-395352 |        204.35457 |   -39.897777 |   28.53 |     0.11 | TRGB          |    5.0816 |  492 |  258.168
   48139 | NGC5237            | 133738.9-425051 |       204.412065 |   -42.847499 |   27.61 |     0.01 | TRGB          |    3.3266 |  361 |  122.021
 5912211 | dw1337-41          | 133755.0-415411 |        204.47916 |   -41.903056 |   27.78 |          | mem           |   3.59749 |      |         
 6657071 | dw1338+50          | 133849.0+500110 |      204.7041666 |  50.01944444 | 29.6214 |          | mem           |       8.4 |      |         
   48280 | UGC08638           | 133919.4+244633 |        204.83082 |    24.775832 |   28.16 |     0.03 | TRGB          |   4.28548 |  276 |  275.131
   48318 | UGC08647           | 133948.0+311725 |       204.949995 |    31.290278 | 29.6725 |          | TF            |       8.6 |  747 |  775.728
   48332 | DDO181             | 133953.8+404421 |        204.97416 |    40.739166 |   27.46 |     0.04 | TRGB          |   3.10456 |  214 |  283.908
   48334 | NGC5253            | 133955.8-313824 |         204.9825 |   -31.639999 |   27.68 |     0.02 | TRGB          |   3.43558 |  407 |  192.839
   48368 | IC4316             | 134018.1-285340 |       205.075395 |   -28.894444 |   28.19 |     0.03 | TRGB          |    4.3451 |  576 |   369.48
 5477880 | dw1340-30          | 134019.0-302135 |      205.0791666 | -30.35972222 |   28.52 |     0.03 | TRGB          |   5.05825 |      |         
 6657072 | dw1340+45          | 134037.0+454154 |      205.1541666 |  45.69833333 | 29.6214 |          | mem           |       8.4 |      |         
 5477881 | dw1341-33          | 134113.0-334930 |      205.3041666 |      -33.825 |  28.451 |          | mem           |       4.9 |      |         
   48467 | NGC5264            | 134137.0-295450 |        205.40415 |   -29.913888 |    28.4 |     0.07 | TRGB          |    4.7863 |  478 |  269.383
 5912213 | dw1341-43          | 134137.0-435117 |       205.404165 |   -43.854722 |   27.74 |    0.015 | TRGB          |   3.53183 |  636 |   398.06
 2815823 | [KK2000] 57        | 134138.1-423455 |        205.40874 |   -42.581943 |   27.92 |     0.25 | TRGB          |   3.83707 |  511 |  275.123
   48515 | KK211              | 134205.6-451218 |       205.523325 |      -45.205 |   27.83 |     0.08 | TRGB          |   3.68129 |  600 |  359.777
 4003791 | LV J1342+4840      | 134220.1+484057 |      205.5835833 |  48.68261111 | 29.6214 |          | mem           |       8.4 |  438 |  543.072
   48557 | DDO182             | 134232.6+393930 |       205.635825 |    39.658333 |  29.747 |          | TF            |       8.9 |  663 |  730.277
 5912214 | dw1342-43          | 134244.0-431519 |        205.68333 |   -43.255278 |   27.31 |    0.115 | TRGB          |   2.89734 |  510 |  273.616
 2576103 | dw1343+58          | 134307.0+581340 |     205.77916665 |  58.22777778 |      29 |          | TF            |   6.30957 |  195 |  337.671
  166172 | KK213              | 134335.8-434609 |        205.89915 |   -43.769166 |   27.88 |     0.11 | TRGB          |   3.76704 |      |         
 5912215 | dw1343-34          | 134349.0-345607 |        205.95417 |   -34.935278 |   28.45 |          | mem           |   4.89779 |      |         
   48738 | ESO325-011         | 134500.8-415132 |        206.25333 |   -41.858888 |   27.66 |     0.03 | TRGB          |   3.40408 |  544 |  311.137
 2815824 | [KK2000] 58        | 134600.8-361944 |        206.50332 |   -36.328888 |   27.63 |    0.065 | TRGB          |   3.35737 |  476 |  255.431
  166175 | KK217              | 134617.2-454105 |       206.571645 |   -45.684721 |   27.72 |      0.2 | TRGB          |   3.49945 |      |         
  166176 | KK218              | 134639.5-295845 |        206.66457 |   -29.979166 |   28.47 |     0.06 | TRGB          |   4.94311 |      |         
   48937 | [KK2000] 59        | 134757.7-532104 |         206.9904 |   -53.351111 | 27.7815 |          | TF            |       3.6 |  686 |  438.465
 4689187 | CenN               | 134809.2-473354 |       207.038325 |      -47.565 |   27.82 |     0.05 | TRGB          |   3.66438 |      |         
 4614882 | HIPASS J1348-37    | 134833.9-375803 |        207.14124 |   -37.967499 |   28.76 |     0.06 | TRGB          |   5.64937 |  582 |  359.434
